Record_ID,Hours_Studied,Attendance,Extracurricular_Activities,Sleep_Hours,Tutoring_Sessions,Physical_Activity,Exam_Score
807,17,98,Yes,9,1,2,70
808,28,87,Yes,7,2,4,68
809,15,83,Yes,10,1,2,68
810,19,98,No,9,1,2,70
811,17,78,No,7,0,3,65
812,29,84,Yes,6,0,3,73
813,21,79,No,4,0,4,66
814,26,97,No,8,2,3,71
815,11,63,Yes,9,2,3,62
816,22,80,Yes,8,2,3,68
817,25,87,No,4,1,4,70
818,20,92,No,5,0,2,68
819,26,83,Yes,8,2,2,71
820,17,96,Yes,10,2,4,70
821,28,98,Yes,7,1,3,72
822,34,63,Yes,9,2,2,69
823,18,76,No,5,1,2,63
824,17,61,No,7,0,2,62
825,29,73,No,7,2,3,68
826,29,81,Yes,9,2,5,70
827,17,96,Yes,6,1,4,69
828,17,94,No,10,2,2,68
829,18,65,Yes,7,2,1,65
830,12,64,No,5,3,2,59
831,14,84,No,5,3,3,66
832,14,81,No,6,0,4,64
833,15,71,No,8,5,4,63
834,20,96,No,6,5,3,72
835,21,97,Yes,6,0,3,67
836,29,76,No,8,2,2,94
837,14,96,Yes,4,2,3,70
838,26,75,No,6,0,3,66
839,19,89,Yes,5,4,2,69
840,20,79,Yes,6,2,2,64
841,24,65,No,7,1,3,63
842,13,97,No,7,1,4,71
843,22,78,No,7,1,3,65
844,21,89,Yes,9,1,5,68
845,23,75,No,7,1,3,64
846,22,61,Yes,10,1,2,64
847,35,64,Yes,8,2,5,66
848,16,80,No,6,1,4,68
849,17,88,No,10,3,5,67
850,16,73,Yes,7,1,3,66
851,17,88,Yes,10,2,3,68
852,16,88,No,7,3,3,66
853,27,88,No,7,3,4,71
854,29,80,Yes,8,4,4,71
855,17,97,No,7,0,4,68
856,15,80,No,9,3,3,64
857,23,78,Yes,10,3,4,67
858,17,68,Yes,4,0,2,64
859,24,72,Yes,8,3,2,68
860,21,62,No,6,0,3,62
861,11,85,Yes,4,0,1,64
862,29,70,No,8,3,3,70
863,31,72,No,8,0,4,68
864,16,91,No,8,2,3,69
865,18,73,Yes,8,3,4,65
866,22,70,Yes,8,2,3,67
867,22,67,No,6,2,2,65
868,24,91,No,7,0,2,71
869,32,65,Yes,8,2,3,65
870,19,78,Yes,9,2,5,66
871,15,80,No,7,0,5,65
872,12,87,Yes,7,2,1,65
873,16,85,No,7,1,3,68
874,20,92,Yes,5,2,2,68
875,31,62,No,8,0,2,67
876,17,72,Yes,5,3,3,65
877,21,71,No,8,2,2,66
878,20,66,Yes,7,0,4,63
879,27,72,Yes,5,1,5,70
880,35,72,Yes,5,1,5,72
881,17,81,No,6,2,2,67
882,17,87,Yes,6,0,3,67
883,26,75,Yes,9,1,5,66
884,24,89,No,7,1,3,66
885,31,73,Yes,8,2,4,69
886,24,72,Yes,9,0,4,62
887,18,82,No,9,2,4,66
888,24,61,No,7,0,3,64
889,27,63,Yes,6,1,2,67
890,25,77,No,8,2,1,71
891,23,98,Yes,6,1,2,73
892,26,89,Yes,10,0,3,68
893,27,64,Yes,8,2,1,66
894,28,94,Yes,7,3,4,75
895,24,89,Yes,8,1,3,72
896,19,84,Yes,7,1,3,68
897,21,93,Yes,6,1,3,68
898,27,76,Yes,8,1,4,69
899,15,69,Yes,7,1,2,63
900,22,80,Yes,10,0,2,70
901,18,82,Yes,6,1,3,66
902,20,82,Yes,8,3,4,66
903,28,83,No,6,1,2,72
904,21,98,No,6,1,3,71
905,20,96,No,4,3,2,72
906,12,95,No,8,4,1,69
907,24,92,Yes,6,2,2,71
908,24,98,No,9,3,2,69
909,33,64,No,8,1,3,68
910,18,71,Yes,7,2,4,61
911,21,80,No,5,2,1,68
912,21,94,Yes,8,0,3,72
913,29,80,Yes,6,0,3,70
914,19,90,Yes,5,0,5,73
915,22,66,No,8,3,3,67
916,24,70,No,5,2,4,65
917,21,89,No,4,1,2,68
918,17,67,Yes,9,3,3,65
919,21,74,No,6,1,1,97
920,26,71,Yes,4,1,3,66
921,14,74,Yes,6,2,3,67
922,21,88,No,6,2,1,70
923,16,75,Yes,9,3,4,66
924,27,82,Yes,5,1,4,69
925,11,64,Yes,5,2,4,62
926,17,92,Yes,8,1,3,68
927,22,75,Yes,6,1,2,67
928,29,86,Yes,7,0,4,68
929,20,89,Yes,6,1,2,69
930,17,68,Yes,10,1,1,62
931,31,95,Yes,5,2,3,75
932,11,85,No,7,2,3,65
933,7,77,No,9,2,3,63
934,23,67,No,6,1,2,66
935,17,98,No,6,3,5,71
936,14,90,Yes,8,0,3,66
937,24,68,No,9,2,4,66
938,21,74,No,6,1,4,66
939,17,92,Yes,9,1,3,71
940,12,88,Yes,7,3,3,68
941,25,91,No,8,1,3,71
942,24,78,Yes,9,0,3,68
943,19,89,No,8,2,4,68
944,31,75,No,7,2,2,68
945,14,68,Yes,6,2,2,62
946,11,85,Yes,10,0,5,65
947,16,99,No,6,2,3,71
948,20,72,Yes,7,0,6,63
949,21,78,No,8,1,4,68
950,19,87,Yes,8,1,4,69
951,22,82,No,10,1,2,69
952,12,94,Yes,7,3,3,71
953,29,90,No,7,0,1,71
954,20,62,Yes,9,0,3,62
955,27,100,Yes,7,2,2,70
956,22,90,No,8,1,3,70
957,23,95,Yes,7,2,2,73
958,23,86,Yes,8,3,2,71
959,23,94,Yes,8,2,0,69
960,24,64,Yes,6,0,3,66
961,28,74,Yes,4,1,3,65
962,21,95,No,4,2,1,71
963,24,68,Yes,4,2,2,68
964,19,63,Yes,7,2,3,64
965,29,92,Yes,4,2,3,71
966,16,93,No,7,0,2,67
967,31,67,No,7,2,3,66
968,20,94,Yes,8,1,4,71
969,11,87,No,8,0,2,62
970,21,81,No,8,3,2,67
971,16,93,Yes,8,3,2,67
972,25,77,Yes,7,0,3,66
973,16,68,Yes,7,1,3,64
974,17,71,Yes,6,2,3,62
975,9,80,No,7,1,3,65
976,17,81,Yes,5,0,1,63
977,5,92,Yes,9,2,4,64
978,10,92,Yes,6,1,3,65
979,25,83,No,7,0,2,68
980,25,91,Yes,7,2,3,72
981,23,68,Yes,9,0,3,64
982,14,62,No,4,1,3,62
983,20,95,Yes,7,3,2,69
984,20,63,Yes,8,3,4,64
985,13,70,No,10,1,2,61
986,29,88,No,7,2,2,72
987,25,76,Yes,6,1,3,66
988,19,95,No,10,2,3,69
989,20,72,No,8,2,2,65
990,21,60,Yes,9,2,3,64
991,8,72,Yes,5,3,4,62
992,19,83,No,8,1,4,66
993,16,75,Yes,5,0,1,62
994,14,81,Yes,5,3,4,66
995,18,95,No,8,2,3,70
996,31,96,Yes,8,3,3,75
997,24,71,Yes,6,3,2,67
998,17,78,Yes,9,4,2,66
999,23,82,No,6,2,3,71
1000,28,98,Yes,7,2,2,75
1001,26,100,No,7,1,2,72
1002,20,69,No,7,2,2,64
1003,16,89,Yes,9,1,3,65
1004,24,75,No,5,1,3,67
1005,22,60,No,6,2,2,63
1006,25,60,Yes,5,1,2,62
1007,24,78,Yes,10,2,4,69
1008,26,80,Yes,7,1,2,70
1009,17,61,Yes,6,0,4,63
1010,28,87,Yes,7,2,2,71
1011,21,72,Yes,8,0,4,63
1012,32,82,Yes,8,0,2,71
1013,16,72,Yes,6,0,4,63
1014,30,67,Yes,6,0,4,68
1015,21,76,Yes,5,0,3,65
1016,16,69,Yes,7,0,3,66
1017,17,81,Yes,9,3,4,66
1018,18,68,No,6,0,3,66
1019,23,80,Yes,8,0,2,65
1020,23,66,No,6,0,2,66
1021,17,87,Yes,5,4,3,67
1022,20,90,No,8,0,3,68
1023,33,64,Yes,10,2,3,68
1024,30,79,No,8,3,3,69
1025,23,63,Yes,6,1,2,64
1026,20,84,No,6,0,3,67
1027,21,71,Yes,10,1,4,63
1028,24,81,Yes,7,3,3,67
1029,14,81,Yes,6,2,2,64
1030,18,97,No,7,0,2,66
1031,10,82,No,7,2,4,65
1032,22,83,Yes,8,4,2,68
1033,24,76,No,9,0,5,66
1034,17,98,No,9,0,3,71
1035,29,91,Yes,7,2,4,74
1036,13,71,No,7,2,3,65
1037,11,94,Yes,8,0,4,68
1038,21,77,Yes,6,2,2,68
1039,26,93,No,8,1,4,72
1040,30,93,Yes,7,3,2,74
1041,17,68,No,8,0,2,61
1042,26,88,No,10,0,3,65
1043,20,72,No,8,0,5,63
1044,19,72,Yes,7,1,2,66
1045,25,72,Yes,6,2,3,66
1046,24,89,Yes,7,2,4,73
1047,11,69,No,5,0,4,63
1048,29,60,Yes,8,0,4,68
1049,28,89,Yes,4,3,2,73
1050,16,67,Yes,8,0,3,63
1051,22,64,Yes,8,2,4,65
1052,23,70,Yes,7,0,4,66
1053,22,75,Yes,6,0,3,65
1054,17,79,Yes,7,0,2,66
1055,16,62,No,4,3,3,65
1056,20,99,No,8,2,2,70
1057,27,89,No,7,1,3,70
1058,23,73,Yes,9,0,3,68
1059,18,73,No,8,1,3,64
1060,25,78,No,7,1,3,68
1061,3,85,No,8,2,3,62
1062,27,66,Yes,6,1,3,68
1063,10,68,No,6,1,3,61
1064,18,94,Yes,7,1,3,69
1065,13,70,Yes,7,3,3,65
1066,12,75,Yes,6,2,2,65
1067,27,95,No,7,3,2,72
1068,17,87,Yes,7,3,3,70
1069,22,74,Yes,10,1,4,65
1070,20,87,No,7,3,3,69
1071,23,61,Yes,6,1,3,65
1072,20,89,Yes,7,3,2,69
1073,12,79,Yes,9,2,3,65
1074,26,93,Yes,9,0,3,72
1075,17,98,Yes,10,0,3,70
1076,11,97,Yes,7,0,2,64
1077,17,96,No,8,0,3,67
1078,29,80,No,5,0,2,69
1079,25,74,Yes,6,4,3,70
1080,18,79,Yes,5,1,3,65
1081,18,88,Yes,8,1,3,69
1082,18,95,Yes,7,5,2,74
1083,32,68,Yes,7,1,1,66
1084,22,97,Yes,6,1,4,72
1085,23,93,Yes,8,0,1,67
1086,26,99,Yes,4,2,4,75
1087,21,95,Yes,7,3,2,70
1088,18,71,No,7,1,4,63
1089,19,64,No,4,2,4,65
1090,20,64,No,8,3,3,64
1091,20,72,No,7,2,2,65
1092,24,85,Yes,8,2,4,70
1093,20,92,No,10,0,2,67
1094,24,96,Yes,7,0,2,67
1095,20,85,No,8,1,3,68
1096,20,60,No,9,4,4,65
1097,8,67,Yes,8,2,1,61
1098,25,64,Yes,6,2,3,63
1099,22,75,Yes,5,2,2,80
1100,26,80,Yes,8,2,1,69
1101,3,62,No,6,1,3,55
1102,33,74,No,9,2,4,70
1103,19,67,Yes,6,1,3,65
1104,27,86,Yes,7,1,3,68
1105,14,79,Yes,5,3,5,64
1106,24,80,No,6,1,3,69
1107,14,77,No,6,1,4,89
1108,16,98,Yes,6,1,3,67
1109,31,69,No,7,2,5,92
1110,19,81,No,6,1,3,67
1111,21,89,Yes,10,3,3,70
1112,25,82,No,8,1,3,68
1113,23,97,Yes,9,0,2,70
1114,21,75,Yes,7,3,4,67
1115,22,79,Yes,7,0,3,69
1116,34,64,No,6,0,4,67
1117,20,84,Yes,10,0,4,69
1118,21,72,No,7,0,1,63
1119,26,66,No,6,3,3,69
1120,27,82,No,6,1,3,66
1121,27,81,No,8,0,3,68
1122,24,63,Yes,9,4,4,69
1123,13,88,Yes,9,4,3,66
1124,30,85,Yes,6,1,4,72
1125,13,68,Yes,6,1,3,62
1126,22,79,No,9,1,2,67
1127,15,89,No,10,0,2,67
1128,20,81,Yes,7,1,3,67
1129,22,76,No,9,2,3,65
1130,22,73,No,5,1,3,67
1131,23,84,No,6,3,1,66
1132,30,98,Yes,5,0,2,70
1133,23,87,No,8,2,5,71
1134,19,63,Yes,7,2,3,64
1135,26,78,Yes,7,4,4,69
1136,27,96,Yes,9,0,2,72
1137,13,64,Yes,6,0,4,60
1138,24,100,Yes,7,1,3,71
1139,24,98,Yes,5,0,3,71
1140,18,63,No,9,2,2,66
1141,28,97,No,9,3,3,74
1142,19,75,No,8,0,4,64
1143,21,94,Yes,7,2,2,68
1144,19,77,No,6,4,2,66
1145,20,78,No,5,1,3,65
1146,13,85,Yes,7,0,5,64
1147,11,91,No,8,1,3,65
1148,30,61,No,10,4,2,69
1149,15,84,Yes,6,2,4,68
1150,14,67,No,7,1,3,62
1151,7,74,No,9,3,2,63
1152,16,74,No,9,0,4,65
1153,12,79,No,6,1,4,62
1154,30,73,No,7,0,2,67
1155,26,64,No,6,1,5,64
1156,16,66,No,6,2,3,61
1157,34,61,No,9,1,2,65
1158,26,79,No,7,1,5,67
1159,18,98,No,7,0,4,70
1160,5,65,Yes,7,1,3,59
1161,34,98,No,7,1,4,75
1162,12,89,Yes,7,4,2,67
1163,10,85,Yes,6,1,3,64
1164,26,86,Yes,9,3,3,72
1165,35,93,Yes,6,5,2,76
1166,28,64,Yes,6,2,2,69
1167,23,80,No,7,0,5,65
1168,24,88,No,10,2,1,72
1169,25,83,Yes,6,0,4,69
1170,25,93,No,8,0,4,71
1171,22,63,No,7,0,2,64
1172,21,88,Yes,7,2,3,74
1173,20,81,Yes,8,0,3,68
1174,15,75,Yes,4,1,4,66
1175,18,74,No,6,0,2,65
1176,10,85,Yes,8,2,3,67
1177,19,96,No,7,0,3,69
1178,14,80,Yes,7,2,2,66
1179,13,93,Yes,8,1,2,69
1180,21,76,Yes,6,2,3,67
1181,28,64,Yes,9,1,2,64
1182,26,62,No,8,2,2,67
1183,11,62,Yes,7,3,3,61
1184,14,75,Yes,8,0,2,61
1185,26,73,Yes,9,4,2,68
1186,14,89,No,6,2,5,66
1187,19,90,No,8,0,4,66
1188,23,62,No,10,2,4,68
1189,14,69,No,8,1,2,63
1190,21,71,Yes,7,3,3,66
1191,12,82,Yes,10,0,4,66
1192,16,66,Yes,7,0,3,66
1193,22,65,Yes,9,2,4,65
1194,10,98,Yes,6,2,2,69
1195,23,92,No,9,1,2,71
1196,20,67,No,6,1,2,66
1197,23,76,Yes,7,1,3,66
1198,21,74,Yes,6,0,4,65
1199,28,92,No,10,4,4,71
1200,21,80,No,7,3,2,69
1201,17,65,Yes,5,2,3,61
1202,21,90,Yes,7,1,4,70
1203,23,76,No,8,2,4,70
1204,20,71,No,7,0,4,65
1205,20,75,Yes,6,2,1,64
1206,16,80,Yes,9,0,4,68
1207,16,74,Yes,9,1,2,63
1208,12,70,No,5,2,3,63
1209,30,76,Yes,6,3,3,71
1210,13,61,No,7,1,2,58
1211,16,91,Yes,6,1,2,68
1212,16,67,No,8,1,4,65
1213,25,62,No,10,2,3,65
1214,18,86,Yes,6,2,2,68
1215,27,91,Yes,9,0,1,69
1216,16,93,Yes,5,5,1,71
1217,22,80,No,8,2,2,65
1218,15,68,Yes,6,0,5,64
1219,33,89,No,8,2,4,75
1220,13,88,No,4,1,4,67
1221,22,70,Yes,5,1,3,68
1222,24,96,No,8,1,1,72
1223,22,64,No,6,3,4,67
1224,19,99,No,7,1,3,72
1225,19,94,Yes,10,1,3,69
1226,20,88,No,7,0,3,68
1227,19,98,Yes,8,0,6,70
1228,26,89,No,6,1,3,69
1229,33,68,Yes,5,2,1,67
1230,17,78,No,7,0,3,63
1231,12,63,No,5,4,2,61
1232,19,76,Yes,6,1,3,66
1233,35,90,Yes,7,0,4,73
1234,15,75,Yes,7,0,3,67
1235,30,73,Yes,8,2,2,72
1236,30,84,No,8,1,4,69
1237,17,95,No,5,2,4,69
1238,23,62,Yes,6,1,3,63
1239,30,75,Yes,4,0,4,67
1240,18,66,No,6,0,2,63
1241,19,88,Yes,8,1,4,66
1242,17,64,No,9,2,4,62
1243,14,87,Yes,7,2,4,68
1244,16,71,No,9,1,4,65
1245,13,68,Yes,8,0,4,59
1246,20,97,Yes,7,1,1,72
1247,15,61,Yes,6,0,2,63
1248,21,78,No,4,1,4,68
1249,11,61,Yes,9,0,2,61
1250,22,79,No,7,1,3,65
1251,25,80,Yes,9,2,3,68
1252,8,73,Yes,6,1,4,61
1253,22,65,Yes,10,1,3,63
1254,27,75,Yes,7,1,2,67
1255,13,87,Yes,6,0,3,66
1256,30,91,Yes,7,3,2,75
1257,23,81,No,7,0,4,68
1258,16,84,No,7,2,3,65
1259,20,68,No,6,0,4,64
1260,23,71,Yes,4,2,3,67
1261,20,66,Yes,6,2,3,64
1262,23,70,Yes,9,0,2,67
1263,14,69,Yes,6,2,0,63
1264,21,81,Yes,4,0,2,67
1265,12,83,Yes,5,1,2,65
1266,19,98,Yes,7,1,2,70
1267,15,68,Yes,6,2,3,62
1268,16,86,Yes,7,2,3,69
1269,27,93,Yes,6,2,3,70
1270,27,82,Yes,9,1,2,68
1271,24,70,No,8,4,4,68
1272,13,71,Yes,10,0,3,64
1273,18,62,Yes,6,4,1,63
1274,27,72,Yes,7,2,2,68
1275,21,90,Yes,9,1,2,67
1276,34,62,No,8,3,4,68
1277,22,69,Yes,6,1,2,66
1278,21,88,Yes,8,2,1,67
1279,18,91,No,8,1,4,69
1280,21,78,Yes,4,2,3,68
1281,19,88,No,6,4,3,70
1282,24,76,No,7,3,4,68
1283,26,66,Yes,9,2,2,66
1284,15,76,Yes,8,2,4,67
1285,12,83,No,6,1,4,65
1286,9,98,No,6,0,5,67
1287,23,63,No,8,2,4,63
1288,13,80,Yes,4,2,2,64
1289,7,73,Yes,6,3,3,64
1290,22,80,No,9,0,3,66
1291,35,61,Yes,7,2,4,68
1292,20,73,Yes,6,0,3,67
1293,25,93,No,5,1,2,72
1294,20,82,Yes,8,1,4,67
1295,19,78,No,7,2,3,66
1296,26,71,No,7,1,3,66
1297,18,72,Yes,8,1,4,67
1298,22,75,No,7,0,3,65
1299,22,93,No,7,2,3,70
1300,16,99,Yes,5,0,4,69
1301,26,78,Yes,5,1,3,69
1302,19,76,Yes,8,1,4,66
1303,15,94,No,8,2,4,66
1304,23,77,Yes,8,1,3,67
1305,15,82,Yes,6,1,3,67
1306,20,69,Yes,8,2,4,67
1307,20,90,Yes,6,2,3,72
1308,27,81,Yes,9,1,4,68
1309,23,92,Yes,6,3,2,70
1310,20,91,Yes,6,1,4,69
1311,25,69,Yes,7,1,4,65
1312,28,89,No,8,0,3,72
1313,23,92,No,7,0,4,69
1314,20,74,Yes,7,5,4,68
1315,12,67,No,6,1,2,62
1316,14,60,Yes,7,2,3,60
1317,18,78,Yes,7,3,4,67
1318,16,74,Yes,6,2,4,67
1319,19,82,Yes,7,1,3,67
1320,20,68,Yes,7,0,4,63
1321,23,94,Yes,10,1,3,71
1322,20,70,Yes,6,0,2,66
1323,23,69,Yes,6,0,1,65
1324,20,79,Yes,7,2,2,69
1325,8,80,No,6,2,1,63
1326,14,69,Yes,5,3,2,64
1327,19,71,No,5,2,0,67
1328,13,67,Yes,6,1,2,62
1329,24,89,Yes,6,2,2,68
1330,29,91,No,5,2,3,71
1331,27,78,No,7,1,3,66
1332,19,89,Yes,4,1,1,69
1333,29,89,Yes,8,1,4,71
1334,21,66,Yes,6,2,4,66
1335,18,99,No,6,5,3,72
1336,16,93,Yes,8,1,4,70
1337,18,68,No,8,1,3,65
1338,18,67,No,6,0,2,64
1339,21,65,Yes,8,1,2,63
1340,21,66,No,9,3,2,63
1341,20,90,No,5,3,2,66
1342,23,79,Yes,8,1,4,68
1343,27,91,Yes,5,1,4,74
1344,26,90,No,9,0,2,71
1345,11,84,Yes,6,3,3,67
1346,5,87,No,6,2,3,66
1347,26,61,Yes,9,0,6,67
1348,12,72,Yes,8,3,1,62
1349,19,86,No,6,1,5,68
1350,13,60,Yes,7,2,3,62
1351,9,61,Yes,6,1,2,82
1352,23,94,No,5,2,2,70
1353,25,87,No,7,4,2,72
1354,17,71,Yes,6,0,4,64
1355,4,88,No,6,1,4,66
1356,17,92,Yes,9,0,3,68
1357,22,72,No,6,1,3,64
1358,11,61,Yes,7,0,3,61
1359,21,97,Yes,9,0,1,69
1360,20,74,No,7,2,2,68
1361,23,64,No,6,1,5,64
1362,21,80,No,7,1,4,67
1363,14,91,Yes,8,0,3,67
1364,27,69,No,8,1,2,65
1365,19,71,Yes,10,2,3,68
1366,20,70,Yes,6,2,3,67
1367,14,100,No,7,1,3,67
1368,17,68,Yes,5,1,4,64
1369,15,83,Yes,8,0,3,70
1370,19,97,No,7,2,3,69
1371,30,66,No,7,0,2,66
1372,12,99,No,6,2,3,69
1373,10,98,Yes,6,1,2,66
1374,29,95,Yes,7,1,3,73
1375,19,69,Yes,6,4,4,66
1376,16,85,Yes,7,0,2,69
1377,26,90,Yes,7,1,3,70
1378,16,99,Yes,5,1,5,71
1379,31,67,Yes,5,2,4,70
1380,24,91,Yes,6,0,4,69
1381,17,74,No,9,1,3,63
1382,33,67,Yes,6,4,3,71
1383,16,77,No,7,2,2,67
1384,24,92,Yes,5,3,2,73
1385,22,79,Yes,6,1,2,68
1386,28,82,Yes,5,0,3,69
1387,29,100,Yes,8,2,3,76
1388,20,76,Yes,5,4,3,68
1389,15,85,No,8,1,3,65
1390,23,75,Yes,8,0,1,66
1391,16,76,No,7,0,2,65
1392,32,88,No,8,3,3,69
1393,21,98,Yes,10,0,1,71
1394,18,82,Yes,8,1,3,66
1395,21,91,No,5,3,3,69
1396,12,64,No,9,2,4,59
1397,14,68,No,7,2,3,65
1398,27,80,No,10,4,2,72
1399,16,61,Yes,6,0,2,60
1400,14,70,Yes,9,0,4,64
1401,23,81,No,7,1,4,69
1402,27,61,Yes,10,3,3,70
1403,24,71,Yes,7,2,3,67
1404,26,81,No,10,0,5,67
1405,15,83,Yes,8,0,3,64
1406,11,97,Yes,8,4,2,68
1407,29,86,No,10,1,4,72
1408,18,77,Yes,6,1,3,65
1409,18,97,No,8,2,2,70
1410,28,91,No,7,2,5,75
1411,23,68,Yes,7,3,4,65
1412,23,65,Yes,7,1,3,63
1413,33,87,No,8,0,3,71
1414,16,82,Yes,8,2,2,66
1415,26,92,Yes,6,1,3,69
1416,20,90,No,7,0,3,68
1417,22,85,No,4,1,2,71
1418,29,99,Yes,8,5,2,77
1419,23,81,Yes,10,1,2,70
1420,23,65,No,7,1,3,66
1421,26,93,No,5,1,3,73
1422,18,70,Yes,8,1,3,62
1423,15,91,No,6,0,2,65
1424,14,98,Yes,7,0,2,71
1425,8,88,Yes,8,1,4,66
1426,32,84,Yes,8,1,3,72
1427,13,78,Yes,9,0,4,64
1428,19,75,No,7,0,4,63
1429,18,74,Yes,7,0,3,63
1430,22,85,No,8,5,2,72
1431,25,90,Yes,7,2,2,71
1432,25,87,Yes,6,3,2,72
1433,17,68,Yes,8,1,2,65
1434,19,80,Yes,5,0,3,67
1435,22,92,Yes,7,1,4,68
1436,19,79,Yes,5,2,2,66
1437,30,81,No,6,0,3,72
1438,23,91,No,6,3,3,71
1439,24,86,No,6,3,3,70
1440,24,76,No,9,1,3,68
1441,27,96,No,9,0,4,72
1442,21,67,Yes,9,1,3,66
1443,12,100,No,7,1,6,69
1444,22,65,Yes,6,2,1,65
1445,16,61,No,8,1,3,62
1446,17,96,No,7,1,1,69
1447,24,70,Yes,7,1,4,65
1448,27,89,No,4,2,4,69
1449,20,92,Yes,8,1,3,69
1450,22,94,Yes,8,2,5,73
1451,30,100,Yes,7,2,2,75
1452,21,72,Yes,8,3,3,70
1453,36,88,No,8,0,3,74
1454,23,65,Yes,6,0,3,65
1455,9,76,No,7,1,3,63
1456,25,94,No,5,4,4,74
1457,22,75,Yes,9,0,2,67
1458,28,84,Yes,8,3,4,71
1459,24,80,Yes,6,1,3,68
1460,19,86,No,8,2,4,69
1461,13,99,No,7,0,4,71
1462,19,62,Yes,6,7,2,66
1463,15,83,Yes,7,0,3,65
1464,17,95,Yes,8,1,2,66
1465,24,79,Yes,8,2,2,65
1466,30,63,No,10,1,4,67
1467,22,82,No,7,2,4,70
1468,13,73,Yes,7,1,4,63
1469,23,66,No,8,1,3,64
1470,27,94,Yes,7,1,1,71
1471,16,81,Yes,6,2,3,68
1472,19,97,No,6,2,4,72
1473,20,92,Yes,4,2,4,71
1474,15,88,Yes,8,1,2,64
1475,24,60,Yes,5,1,5,64
1476,19,77,Yes,6,3,2,66
1477,23,68,Yes,7,3,3,68
1478,15,96,No,7,2,2,68
1479,17,67,Yes,10,3,5,65
1480,24,71,Yes,5,1,3,67
1481,18,81,Yes,10,3,2,64
1482,30,71,Yes,9,1,4,70
1483,18,68,Yes,8,1,2,65
1484,21,84,No,9,2,3,65
1485,26,64,No,8,1,4,68
1486,11,62,Yes,4,2,3,61
1487,9,75,No,8,3,3,63
1488,11,89,Yes,5,0,2,65
1489,28,82,Yes,6,1,5,69
1490,17,77,No,7,1,2,64
1491,35,83,No,6,1,2,69
1492,17,75,Yes,8,3,3,67
1493,21,97,Yes,7,1,1,74
1494,29,62,Yes,8,1,3,66
1495,32,87,Yes,7,0,4,72
1496,32,96,Yes,7,1,5,73
1497,27,92,No,6,0,4,73
1498,26,67,Yes,5,0,2,63
1499,24,72,Yes,7,3,2,69
1500,25,89,Yes,6,2,6,71
1501,17,63,No,9,1,4,63
1502,15,92,Yes,5,0,5,69
1503,20,89,Yes,10,3,3,72
1504,19,89,Yes,7,2,4,68
1505,17,64,No,7,1,3,62
1506,24,89,Yes,6,1,2,68
1507,26,87,Yes,8,1,2,71
1508,21,93,Yes,7,1,3,67
1509,29,62,Yes,7,0,3,65
1510,13,61,Yes,8,1,3,60
1511,19,75,Yes,8,2,2,68
1512,16,66,Yes,9,1,3,59
1513,9,82,No,8,0,0,64
1514,20,97,Yes,6,2,3,71
1515,19,76,No,4,2,2,68
1516,29,94,Yes,7,2,3,70
1517,24,60,No,7,1,4,62
1518,14,67,No,10,2,3,62
1519,31,61,No,7,2,3,68
1520,27,73,No,8,3,3,68
1521,23,96,Yes,8,3,4,74
1522,19,64,No,8,0,4,61
1523,14,84,Yes,8,1,5,67
1524,18,78,No,6,1,2,65
1525,27,98,Yes,6,5,3,101
1526,31,65,Yes,7,1,4,65
1527,29,68,No,4,0,4,67
1528,17,61,Yes,7,2,3,61
1529,13,77,No,6,3,4,64
1530,21,71,No,7,1,3,64
1531,9,95,Yes,7,1,2,67
1532,22,84,Yes,5,0,3,69
1533,19,85,Yes,9,1,2,69
1534,17,81,No,7,4,3,67
1535,10,64,No,8,1,3,62
1536,23,78,No,7,0,1,66
1537,17,100,No,8,0,4,72
1538,13,93,Yes,5,2,3,67
1539,3,96,Yes,9,2,3,66
1540,20,93,Yes,8,2,4,67
1541,31,64,Yes,7,1,4,67
1542,30,69,Yes,7,0,4,68
1543,17,60,Yes,9,0,2,63
1544,16,72,No,6,1,2,62
1545,23,64,Yes,5,3,2,65
1546,14,79,Yes,6,1,6,65
1547,22,87,Yes,7,0,2,70
1548,25,95,No,7,7,4,73
1549,27,90,Yes,9,1,2,73
1550,19,98,Yes,6,2,2,68
1551,19,62,No,6,3,1,63
1552,15,60,Yes,5,2,2,62
1553,15,86,Yes,8,0,3,69
1554,19,72,No,5,2,3,66
1555,22,70,Yes,8,0,3,68
1556,25,73,Yes,6,0,3,67
1557,15,71,Yes,6,2,4,65
1558,29,80,Yes,10,1,3,70
1559,18,78,Yes,9,0,1,64
1560,20,80,Yes,7,2,3,65
1561,16,87,No,5,1,2,67
1562,5,75,Yes,10,0,4,62
1563,25,70,Yes,7,3,4,66
1564,24,67,Yes,7,0,2,68
1565,18,74,No,8,0,4,64
1566,20,90,No,4,3,3,69
1567,23,90,Yes,6,1,2,69
1568,11,87,Yes,7,1,5,67
1569,17,69,Yes,7,0,3,61
1570,25,84,Yes,5,1,4,70
1571,12,83,Yes,7,1,4,65
1572,22,79,Yes,7,0,4,66
1573,12,82,Yes,10,3,3,66
1574,23,80,Yes,9,4,3,69
1575,20,83,Yes,7,1,1,67
1576,10,89,Yes,7,2,2,71
1577,27,64,Yes,9,1,4,68
1578,16,90,No,7,2,3,67
1579,15,65,No,5,2,4,63
1580,21,63,No,10,1,2,64
1581,27,99,Yes,6,3,3,73
1582,14,98,Yes,10,1,3,69
